Nodes,Edges,Density,Algorithm,ElapsedNS
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35159043
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35040142
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35027867
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35007373
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34572841
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34424426
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34480369
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34591273
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,33522457
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34776706
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,10464636
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,22751005
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11535185
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,10033521
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,13623836
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,10256676
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,10229793
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,10051257
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,10051120
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11814535
