Nodes,Edges,Density,Algorithm,ElapsedNS
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,48879157
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36127399
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36239312
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,59107218
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35551241
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35511137
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,41396008
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35681306
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35678223
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35508764
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11677256
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11560085
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,25629913
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,22074183
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11306262
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11175534
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,12855498
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11454347
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11372569
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,12785323
