Nodes,Edges,Density,Algorithm,ElapsedNS
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35995838
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,37198537
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35905216
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35569608
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35771075
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35358081
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,35516951
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36137744
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36004126
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34807192
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11626978
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,147370951
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,12756085
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,13181441
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,13366226
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,23400281
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,115651758
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11360621
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,12494555
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,12235925
