Nodes,Edges,Density,Algorithm,ElapsedNS
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,48317
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,66233
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,63862
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,56542
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,58302
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57461
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,58024
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57162
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57010
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57961
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,64676
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,59556
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,71328
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57438
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,58389
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,58326
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,56610
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57341
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52206
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57129
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57264
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52355
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,86370
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,53012
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,56598
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57651
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,58926
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,56975
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57473
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52377
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51805
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52509
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52070
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52535
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52043
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52933
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52136
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,57724
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,53042
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52365
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51279
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,74465
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52072
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51427
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52031
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,56572
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51972
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52137
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,64103
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,43936
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52495
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51973
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,90932
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52396
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,80227
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,70896
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,56974
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,53346
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52113
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,75076
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51927
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51980
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52610
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,53424
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,53183
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52908
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51091
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,53270
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52577
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52340
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52309
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51225
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52616
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52065
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51963
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52207
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52093
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51839
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52899
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51850
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,65607
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,27879
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,25899
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,25425
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,25801
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,51808
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52594
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52549
16,120,0.5,SEQUENTIAL_FLOYD_WARSHALL,52138
