Nodes,Edges,Density,Algorithm,ElapsedNS
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34822075
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34901891
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34932007
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34590736
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34905031
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,33523027
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34638707
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34527233
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34430098
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,33456144
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,10298388
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9719529
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9917847
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9629857
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9624487
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9608372
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,10119666
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,10705433
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9771498
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9787046
