Nodes,Edges,Density,Algorithm,ElapsedNS
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36320770
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36249138
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36298958
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36311223
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36294471
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36265071
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36230244
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36387555
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36323279
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36285457
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15122167
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,14890068
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15003553
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,14926296
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,20354781
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15017459
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15063207
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15245299
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,14962737
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,14953145
