Nodes,Edges,Density,Algorithm,ElapsedNS
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36300710
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,55755044
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36234306
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36152895
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36166496
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36545874
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36286504
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36289460
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,36262570
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,34771951
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15218517
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15327931
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,14873565
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,23090183
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,74867407
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15537944
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15040822
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,15912278
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,14980359
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,14986248
