Nodes,Edges,Density,Algorithm,ElapsedNS
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,21622155
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,13668339
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,13078739
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,21506520
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,13186781
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,13123813
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,13352389
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,13019791
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,13172666
256,32640,0.5,SEQUENTIAL_FLOYD_WARSHALL,13061374
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9901957
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9523058
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9622939
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9665271
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9497476
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9502897
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,19221869
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11106029
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,11981628
256,32640,0.5,PARALLEL_FLOYD_WARSHALL,9911607
